Source path,Class name,Signature,Checksum,Description,Return value description,Technique 1,Technique 2,Technique 3,Inference time (ms),Input tokens,Output tokens
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,"org.exist.start.CompatibleJavaVersionCheck{name=checkForCompatibleJavaVersion,return=void,parameters=[java.util.Optional<java.lang.String>]}",3831a9fa9a6a3d057a144a4a5edc5e423dc6c7e998267258ab4dc14fd856e085,,,,,,0,579,0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,"org.exist.start.CompatibleJavaVersionCheck{name=extractJavaVersionComponents,return=java.util.Optional<int[]>,parameters=[java.util.Optional<java.lang.String>]}",835465943d836874bdb6aef879dd1b8cac338203c252e61544fd92528cec32a8,,,,,,0,353,0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,"org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion{name=create,return=org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,parameters=[int,java.lang.Integer,java.lang.Integer]}",b294a77d00e5a44c8dcb93360b08337b7d07be8dc8662da99abb350304c600cf,,,,,,0,283,0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,"org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion{name=create,return=org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,parameters=[int,java.lang.Integer]}",54f7ef8462c1127e611951bc14fd2e308d0f9ad4316f763ee0dcab4fcb0a734f,,,,,,0,271,0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,"org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion{name=create,return=org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,parameters=[int]}",0b428fcebc5b8ef2b030f855c73a4498ce2d175056fef0f1ad36f065f9d851a1,,,,,,0,259,0
exist-core/src/main/java/org/exist/client/EnterKeyAdapter.java,org.exist.client.EnterKeyAdapter,"org.exist.client.EnterKeyAdapter{name=keyPressed,return=void,parameters=[java.awt.event.KeyEvent]}",324969a65a6981178984abce2bf81b81de7b1704d57fba6a57b881bfe68beb08,,,,,,0,330,0
exist-core/src/main/java/org/exist/client/ClientAction.java,org.exist.client.ClientAction,"org.exist.client.ClientAction{name=call,return=void,parameters=[org.exist.client.ClientAction,java.util.function.Consumer<org.xmldb.api.base.XMLDBException>]}",3d3676882cddcfb1938592075ea8c17db0ad1c7fa8d4519e4055f571b329122e,,,,,,0,321,0
exist-core/src/main/java/org/exist/client/ClientAction.java,org.exist.client.ClientAction,"org.exist.client.ClientAction{name=run,return=void,parameters=[]}",f3e0d34ee3d1de39b737dc58f7f9a2765cbbbf25d31d7d41c84c094c2fc7f40a,,,,,,0,257,0
exist-core/src/main/java/org/exist/client/FavouriteConnection.java,org.exist.client.FavouriteConnection,"org.exist.client.FavouriteConnection{name=compareTo,return=int,parameters=[java.lang.Object]}",41ab91796120fde958898a3fd16ad7dfc75aabc024d2f7b372fa5da8f7dd5690,,,,,,0,283,0
exist-core/src/main/java/org/exist/client/CommandlineOptions.java,org.exist.client.CommandlineOptions,"org.exist.client.CommandlineOptions{name=parse,return=org.exist.client.CommandlineOptions,parameters=[java.lang.String[]]}",cf4abd0e0ec8628a4e6bbc524318bac839753d2d61e6bf6c71ea6f80659f193d,,,,,,0,1123,0
exist-core/src/main/java/org/exist/client/IndexDialog.java,org.exist.client.IndexDialog$RangeIndexTableModel,"org.exist.client.IndexDialog$RangeIndexTableModel{name=removeRow,return=void,parameters=[int]}",ee48a74539f395e90e822a251054101e1c70ed6b9610ae9b77e6c77d5e249ea1,,,,,,0,249,0
exist-core/src/main/java/org/exist/client/IndexDialog.java,org.exist.client.IndexDialog$RangeIndexTableModel,"org.exist.client.IndexDialog$RangeIndexTableModel{name=addRow,return=void,parameters=[]}",3026bf7cfb93440fe5251e3a5b021a60a8e4e73b318565fcd648babf71db7c2c,,,,,,0,264,0
exist-core/src/main/java/org/exist/client/FavouriteConnections.java,org.exist.client.FavouriteConnections,"org.exist.client.FavouriteConnections{name=store,return=void,parameters=[java.util.List<org.exist.client.FavouriteConnection>]}",30094c3d7a70ae561d0b12d7b0a7a6c5c57cd0cda909f90e33caaed0adf0331c,,,,,,0,516,0
exist-core/src/main/java/org/exist/client/FavouriteConnections.java,org.exist.client.FavouriteConnections,"org.exist.client.FavouriteConnections{name=load,return=java.util.List<org.exist.client.FavouriteConnection>,parameters=[]}",8eb97647336e78bd6b58823f646b2f704a73d23670689043c3a33cfd0ba5ebe3,,,,,,0,586,0
exist-core/src/main/java/org/exist/client/FavouriteConnections.java,org.exist.client.FavouriteConnections,"org.exist.client.FavouriteConnections{name=importFromFile,return=void,parameters=[java.nio.file.Path]}",8ef7d4fdabb2b96c2a8417d058480743d0bc1c7000deb8707265f926d1e41c6c,,,,,,0,277,0
exist-core/src/main/java/org/exist/client/FavouriteConnections.java,org.exist.client.FavouriteConnections,"org.exist.client.FavouriteConnections{name=exportToFile,return=void,parameters=[java.nio.file.Path]}",70d50dcb39e2bd98cdc8960d269e2518a9f21694255be5ac5dd003031b6fa223,,,,,,0,279,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=displayHelp,return=void,parameters=[]}",c62b810a6937a1f82c1d86d827ff43a752c53f02e12e77831f15ce348f1715b0,,,,,,0,687,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=main,return=void,parameters=[java.lang.String[]]}",b47ae479ef8ae3ac0318c9135236e652233ca4a631738986fc366bfa8f101759,,,,,,0,487,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=newClientThread,return=java.lang.Thread,parameters=[java.lang.String,java.lang.Runnable]}",e3a2abf16edd71e29b64ab6ba1ebe391f31b2da8f3c192a6abd91600b3609a12,,,,,,0,296,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=connect,return=void,parameters=[]}",78986b0b14cc0131cfd0a98da3195a48c685db543edc3beee6246481a45b3747,,,,,,0,561,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=reloadCollection,return=void,parameters=[]}",60b76b908871e054b13679be5ab16d5e36f64b53148eb7267f359f4e2d02bd74,,,,,,0,297,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=more,return=void,parameters=[java.lang.String]}",86b88da3eb6dd2dd1847c333b1a48c4264ee9a86f433e6a6beb5842832279f28,,,,,,0,422,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=process,return=boolean,parameters=[java.lang.String]}",3ac7c483a5e4a477234865cbe72fd26d80804f51162518679e2293bd79daa1ee,,,,,,0,5075,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=retrieve,return=org.xmldb.api.base.Resource,parameters=[org.exist.xmldb.XmldbURI]}",e6472e138ca6f742a7d7871d6c5af59fafb9cd1616f13785c4cb34a0d1065a28,,,,,,0,275,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=retrieve,return=org.xmldb.api.base.Resource,parameters=[org.exist.xmldb.XmldbURI,java.lang.String]}",ba6bdb7d1f1ac02e459d1401efc5cdbc413d9faa949ac8b1e4055537ee58f9bf,,,,,,0,314,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=parse,return=boolean,parameters=[java.nio.file.Path]}",ecd5c0c5e06a2111d8aaa9f1eaf223806de39f6d5b1a676c4d5a254ff64573c8,,,,,,0,961,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=parseGZip,return=boolean,parameters=[java.lang.String]}",6d225b76a09c07e5a905a84b32b29e735cbea15f9616958b644e5ff2ff513c56,,,,,,0,1130,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=parseZip,return=boolean,parameters=[java.nio.file.Path]}",947bd74980e28e5258599944d80c0780b9b06a5a4cefe60bf8169475dc2ebc29,,,,,,0,1086,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=parse,return=boolean,parameters=[java.util.List<java.nio.file.Path>,org.exist.client.UploadDialog]}",10232100d0859b4737deedc40df4b59f10a0a9010b284fd13723375d452c4454,,,,,,0,448,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=run,return=boolean,parameters=[]}",6f61345f3cb7193070c0661de2aa00d1d406c30e7d61bebb2590b898c6dbdc2b,,,,,,0,800,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=initializeGui,return=boolean,parameters=[]}",e6849beea6a109ee5320d24632bb858b0efc76df59feb2a2472c53d271555b2f,,,,,,0,689,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=createClientFrame,return=org.exist.client.ClientFrame,parameters=[]}",0253d60057588475d7f4e268b9070b7706f2a04c4d0ff4ca27491a572de4fd35,,,,,,0,262,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=readQueryHistory,return=void,parameters=[]}",6a21576f4bcc13f18df7b7df9dab90b384daa679c609d4b92fa48a947a56e417,,,,,,0,512,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=addToHistory,return=void,parameters=[java.lang.String]}",98b468cb059ed07006102a686654f864615085505c1adcd7ba322aa9a91def0f,,,,,,0,238,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=writeQueryHistory,return=void,parameters=[]}",998e0e2349e1681faa87865372ece33ce8d2c7d38d2e82f558aed1b920cc125c,,,,,,0,582,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=readlineInputLoop,return=void,parameters=[]}",4f6a3108013e2b92f1b0422a7425202aa9f2f28b8b6f53c8d0da70f698436362,,,,,,0,423,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=shutdown,return=void,parameters=[boolean]}",99bb32c34082f30ec0fa78de30a96acf61ce13a58517c862283b9502d21926b6,,,,,,0,466,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=printNotice,return=void,parameters=[]}",2fc6f754ba5ee25317a6f6aec3af0a63d38429a1db5c3675e6903fb8f2f44761,,,,,,0,269,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=message,return=void,parameters=[java.lang.String]}",e17b11231ddf21e37983ab324ee52ef47ab4911c467895acab1a2b01cd35765e,,,,,,0,282,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=messageln,return=void,parameters=[java.lang.String]}",0774993a84b2ef7bf8146e4644168423449b34da970c719d2af31319b77ada8b,,,,,,0,287,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=consoleOut,return=void,parameters=[java.lang.String]}",491185b1dbf20882ec8b9597ce7bd4fc1125d4e3cdedcc95d6c6419d4398e91e,,,,,,0,251,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=errorln,return=void,parameters=[java.lang.String]}",f9fa0c70114616c96bda17449ac9181d571923fd0f081f1d58f80651676a31de,,,,,,0,273,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient,"org.exist.client.InteractiveClient{name=consoleErr,return=void,parameters=[java.lang.String]}",f7981e5a8e8f6afdcf733082df39fdc69206d37d276b4db3cf2459f9acb9452c,,,,,,0,251,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient$CollectionCompleter,"org.exist.client.InteractiveClient$CollectionCompleter{name=complete,return=void,parameters=[org.jline.reader.LineReader,org.jline.reader.ParsedLine,java.util.List<org.jline.reader.Candidate>]}",c7b784f7f1c274ee45047ad054355d388fdf697f775178a68279cab43309cb36,,,,,,0,402,0
exist-core/src/main/java/org/exist/client/InteractiveClient.java,org.exist.client.InteractiveClient$ProgressObserver,"org.exist.client.InteractiveClient$ProgressObserver{name=update,return=void,parameters=[java.util.Observable,java.lang.Object]}",231e3c1bd01085f443c904d61c129a5065b12b42fbdc783f9737a184445c5221,,,,,,0,325,0
exist-core/src/main/java/org/exist/client/BackupContentsFilter.java,org.exist.client.BackupContentsFilter,"org.exist.client.BackupContentsFilter{name=accept,return=boolean,parameters=[java.io.File]}",3d16d9a0fb0a5778f9d21b13200dbd9ba9d947fa254b13053b632b218373f14c,,,,,,0,253,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=deleteRangeIndex,return=void,parameters=[int]}",c7f4d9a01d734a212d29ea7adc954b5c2348ed17d4c603da970e37c117cee393,,,,,,0,436,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=updateRangeIndex,return=void,parameters=[int,java.lang.String,java.lang.String,java.lang.String]}",8ca6982c03d10fc40d11e584906b356e4400d966ccc0aa8f5dd8dc772fdbed0c,,,,,,0,412,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=addRangeIndex,return=void,parameters=[java.lang.String,java.lang.String,java.lang.String]}",ac2e0bc386b1d20e55b702a369ffae88839cda22b22ee4e42ac2ef050f6868c3,,,,,,0,431,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=deleteTrigger,return=void,parameters=[int]}",87a79e53f7063ffbb94ead7a5ca048450f9374048c0167a3dfbe3634730ac341,,,,,,0,427,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=updateTrigger,return=void,parameters=[int,java.lang.String,java.util.Properties]}",9803c5fd9f5eb47983c0c531432637772dcaff7ec9335370a3e8b3684d018fa2,,,,,,0,337,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=addTrigger,return=void,parameters=[java.lang.String,java.util.Properties]}",beff1bb794e13143243302989481504445c4d1cf42279d002e35a6c27fbd113a,,,,,,0,390,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=hasChanged,return=boolean,parameters=[]}",63434fb8cc0f47d61bf93f9a1f1637aa98c84c038888f93e69c33deba17d8da3,,,,,,0,268,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf,"org.exist.client.CollectionXConf{name=Save,return=boolean,parameters=[]}",30b132ecfb6a1650880a3fc326c77588897c5530fe57bfa8782a73e385d6589c,,,,,,0,465,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf$RangeIndex,"org.exist.client.CollectionXConf$RangeIndex{name=toXMLString,return=java.lang.String,parameters=[]}",e5f262f10b9139bf9d608d1350b7c97f9f2cd4ebc6c7314fd98bbd2d2b8fb13f,,,,,,0,312,0
exist-core/src/main/java/org/exist/client/CollectionXConf.java,org.exist.client.CollectionXConf$Trigger,"org.exist.client.CollectionXConf$Trigger{name=toXMLString,return=java.lang.String,parameters=[]}",858ad04523d50feae153327add39385b1cf902a51e1abeeb78b4cbecd0e07d5a,,,,,,0,391,0
exist-core/src/main/java/org/exist/client/QueryDialog.java,org.exist.client.QueryDialog$QueryRunnable,"org.exist.client.QueryDialog$QueryRunnable{name=killQuery,return=boolean,parameters=[]}",71c98fbcc2374da59c0cddd1a239dc227ed4585a7f9908cd0b80a9aaf8b8b93d,,,,,,0,327,0
exist-core/src/main/java/org/exist/client/QueryDialog.java,org.exist.client.QueryDialog$QueryRunnable,"org.exist.client.QueryDialog$QueryRunnable{name=run,return=void,parameters=[]}",14bb56dba6cc538e00a4ecf878f88fe84e051d1163f6ce2574b1aab6009a26f9,,,,,,0,1358,0
exist-core/src/main/java/org/exist/client/QueryDialog.java,org.exist.client.QueryDialog$GetCollectionsListSwingWorker,"org.exist.client.QueryDialog$GetCollectionsListSwingWorker{name=doInBackground,return=java.lang.Void,parameters=[]}",682e38b00f9df1b3f8be9fed7dac30d25fda0194466070cffb73b76986b12cc5,,,,,,0,346,0
exist-core/src/main/java/org/exist/client/QueryDialog.java,org.exist.client.QueryDialog$GetCollectionsListSwingWorker,"org.exist.client.QueryDialog$GetCollectionsListSwingWorker{name=process,return=void,parameters=[java.util.List<java.lang.String>]}",c905e143efcfc58858afc9867db2d447ea91059f2e5007342678711def6a9dbc,,,,,,0,304,0
exist-core/src/main/java/org/exist/client/MimeTypeFileFilter.java,org.exist.client.MimeTypeFileFilter,"org.exist.client.MimeTypeFileFilter{name=accept,return=boolean,parameters=[java.io.File]}",1277907ffc89727541f9a794543ad337847cf9a2ca116159de60f76e6edd5aa5,,,,,,0,349,0
exist-core/src/main/java/org/exist/client/ConnectionDialog.java,org.exist.client.ConnectionDialog,"org.exist.client.ConnectionDialog{name=addDialogCompleteWithResponseCallback,return=void,parameters=[org.exist.client.DialogCompleteWithResponse<org.exist.client.Connection>]}",97f662e36191d1caa2c3600e7c0079b60fe2331f17a2a18619c3f67eaf01bc91,,,,,,0,282,0
exist-core/src/main/java/org/exist/client/security/FindUserForm.java,org.exist.client.security.FindUserForm,"org.exist.client.security.FindUserForm{name=addDialogCompleteWithResponseCallback,return=void,parameters=[org.exist.client.DialogCompleteWithResponse<java.lang.String>]}",82943f3efefe4d3e3f9b8c81e3e33a3c324cf208a7a16b84924dd16f032a014d,,,,,,0,275,0
exist-core/src/main/java/org/exist/client/security/RegExpInputVerifier.java,org.exist.client.security.RegExpInputVerifier,"org.exist.client.security.RegExpInputVerifier{name=verify,return=boolean,parameters=[javax.swing.JComponent]}",30de091157d2eb6e6fdfedacc44f33596bf74f85173f8a9fcd6c5f4747939c91,,,,,,0,266,0
exist-core/src/main/java/org/exist/client/security/UmaskSpinnerModel.java,org.exist.client.security.UmaskSpinnerModel,"org.exist.client.security.UmaskSpinnerModel{name=octalUmaskToInt,return=int,parameters=[java.lang.String]}",884fe02eace8761331f8b209375627fe5bce5c8dd826c933c70f5b92d75d2d39,,,,,,0,253,0
exist-core/src/main/java/org/exist/client/security/UmaskSpinnerModel.java,org.exist.client.security.UmaskSpinnerModel,"org.exist.client.security.UmaskSpinnerModel{name=intToOctalUmask,return=java.lang.String,parameters=[int]}",72067dd0cd346d611adda4701d25abb4486a9358f96e3d31f6d0e88284dd0c42,,,,,,0,262,0
exist-core/src/main/java/org/exist/client/security/AutoCompletion.java,org.exist.client.security.AutoCompletion,"org.exist.client.security.AutoCompletion{name=enable,return=org.exist.client.security.AutoCompletion<Generic{T}>,parameters=[javax.swing.JComboBox<Generic{T}>]}",a0621d289da6a88edf753d8e8c868a8c42b2df8cccd87537084988e480fc0132,,,,,,0,289,0
exist-core/src/main/java/org/exist/client/security/AutoCompletion.java,org.exist.client.security.AutoCompletion,"org.exist.client.security.AutoCompletion{name=configureEditor,return=void,parameters=[javax.swing.ComboBoxEditor]}",5ab560976b78de8ce4249a94acf42c02fe63fcd1673e942c8c39ef9756040f33,,,,,,0,323,0
exist-core/src/main/java/org/exist/client/security/AutoCompletion.java,org.exist.client.security.AutoCompletion,"org.exist.client.security.AutoCompletion{name=remove,return=void,parameters=[int,int]}",40f35030fe1e53e517ada4e58b47cf5ae0f71c09d0e0cb97fbc48fa9afad4adb,,,,,,0,395,0
exist-core/src/main/java/org/exist/client/security/AutoCompletion.java,org.exist.client.security.AutoCompletion,"org.exist.client.security.AutoCompletion{name=insertString,return=void,parameters=[int,java.lang.String,javax.swing.text.AttributeSet]}",34779178b465bcc5fbf6d3f6a8e21d08fe6ac75dbca73a77d358141d8577d0fb,,,,,,0,477,0
exist-core/src/main/java/org/exist/client/security/UserDialog.java,org.exist.client.security.UserDialog,"org.exist.client.security.UserDialog{name=createUser,return=void,parameters=[]}",adf9050db153cf32701b9b0a623af9a5ce067c563fef812cb80db3a8080af069,,,,,,0,1095,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=add,return=void,parameters=[Generic{T}]}",4f722c773c040552007ec9eac4b07299ad8465d4e86c3e08efb25aa9df9b32d3,,,,,,0,255,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=addAll,return=void,parameters=[Generic{T}[]]}",e2e4895bc82090793b3347b262b24be4f009f07bd94eec4b9df092a397b20dcd,,,,,,0,263,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=clear,return=void,parameters=[]}",2267b1838b755c8f570b6922dd37d68ad1b05f4d23055e142d720bf37177ff58,,,,,,0,247,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=contains,return=boolean,parameters=[java.lang.Object]}",1b6f80a24b08144c2e7aa4f4af04807ed87b3fec6d0c0341c42e9cf6a7e18309,,,,,,0,236,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=firstElement,return=Generic{T},parameters=[]}",676502e001bb014c0f3bd430333f6518039b86818b769aff1e2bc7dfa845d824,,,,,,0,234,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=iterator,return=java.util.Iterator<Generic{T}>,parameters=[]}",a96e4f06f9a280a51372d335114e52551177277a696d1eae9920660d63cfcfcc,,,,,,0,235,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=lastElement,return=Generic{T},parameters=[]}",edd0cf70b4489268a89da0e4dae35e7b447f72a7e171279bc5bd592188f78aef,,,,,,0,234,0
exist-core/src/main/java/org/exist/client/security/SortedListModel.java,org.exist.client.security.SortedListModel,"org.exist.client.security.SortedListModel{name=removeElement,return=boolean,parameters=[Generic{T}]}",772a82cd7116bc49bebadf7bf9ca27591d022c20a547b0a6c3d68ea390c256e1,,,,,,0,268,0
exist-core/src/main/java/org/exist/client/security/FindGroupForm.java,org.exist.client.security.FindGroupForm,"org.exist.client.security.FindGroupForm{name=addDialogCompleteWithResponseCallback,return=void,parameters=[org.exist.client.DialogCompleteWithResponse<java.lang.String>]}",82943f3efefe4d3e3f9b8c81e3e33a3c324cf208a7a16b84924dd16f032a014d,,,,,,0,275,0
exist-core/src/main/java/org/exist/client/security/UmaskDocumentFilter.java,org.exist.client.security.UmaskDocumentFilter,"org.exist.client.security.UmaskDocumentFilter{name=remove,return=void,parameters=[javax.swing.text.DocumentFilter$FilterBypass,int,int]}",87f8faaf70490a05679774f5bf4eefff24c338fd46fe2c7a9e96d4e6f5217baf,,,,,,0,320,0
